target,text,cleaned_text,processed_text
1,power Advertisement: how do you guys handle fax?  i want to receive them via email. no hassle. anyone tried MyFax?  http://is.gd/LfD3,power advertisement how do you guys handle fax i want to receive them via email no hassle anyone tried myfax,power advertisement guy handle fax want receive via email hassle anyone tried myfax
1,"@BrandenHaydon Yes, I really do. ",yes i really do,yes really
0,@tromboneforhire nooope  its long gone. getting an iphone soon,nooope its long gone getting an iphone soon,nooope long gone getting iphone soon
1,Following P!nk  (L)(L),following pnk ll,following pnk
1,@common Hey !! XOXO ,hey xoxo,hey xoxo
0,@cathicks I don't get it. ,i do not get it,get
0,@astrishabrina susah emang long distance ituu. huhu. aku juga ngerasain ,susah emang long distance ituu huhu aku juga ngerasain,susah emang long distance ituu huhu aku juga ngerasain
0,@somanybabes ARE U WORKING TMR?!? shit cathay shutter very heavy ,are u working tmr shit cathay shutter very heavy,working tmr shit cathay shutter heavy
0,@radosko He was so sad...tried to hold back tears at one point. ,he was so sadtried to hold back tears at one point,sadtried hold back tear one point
0,@beyoncatweets How awesome? Lol... I guess they were good but it could still be better ,how awesome lol i guess they were good but it could still be better,awesome lol guess good could still better
1,"Morning. I have messy hair, and it's wet. Time to get dressed. Science, History, R.E and Music exam today ",morning i have messy hair and it is wet time to get dressed science history re and music exam today,morning messy hair wet time get dressed science history music exam today
0,@CatBickmore Unfortunately Miss Bickmore - me doesnt have iPhone  So couldn't tell thee.. Isn't settings at the tim next to FIND PEOPLE?,unfortunately miss bickmore me doesnt have iphone so could not tell thee is not settings at the tim next to find people,unfortunately miss bickmore doesnt iphone could tell thee setting tim next find people
1,i finally succumbed to twitter. ,i finally succumbed to twitter,finally succumbed twitter
0,@csinger4ever I am lost. Please help me find a good home. ,i am lost please help me find a good home,lost please help find good home
1,@Rosental  Porto is incredibly beautiful.,porto is incredibly beautiful,porto incredibly beautiful
1,Is watchin her burger n chips being cookd lol  x,is watchin her burger n chips being cookd lol x,watchin burger chip cookd lol
0,last tonight show with jay  looking forward to conan ,last tonight show with jay looking forward to conan,last tonight show jay looking forward conan
0,is going to be so sad when her friend moves back to Land O'...especially since I can't drive until Aug due to this bum foot ,is going to be so sad when her friend moves back to land oespecially since i cannot drive until aug due to this bum foot,going sad friend move back land oespecially since drive aug due bum foot
0,Up since 3:00. Going to be a looooong day. ,up since going to be a looooong day,since going looooong day
1,I want to see away we go!!! i love you john ,i want to see away we go i love you john,want see away go love john
0,Can't access Google in China - BOO     Guess I've gotta us MS's new www.bing.com  meh.,cannot access google in china boo guess i have gotta us ms is new meh,access google china boo guess got ta u m new meh
1,"Saw the Hawks' Dustin Byfuglien, Kris Versteeg &amp; Colin Fraser out in the neighborhood on this kick ass Thursday morn. Conference Finals ",saw the hawks dustin byfuglien kris versteeg amp colin fraser out in the neighborhood on this kick ass thursday morn conference finals,saw hawk dustin byfuglien kris versteeg amp colin fraser neighborhood kick as thursday morn conference final
0,3 words = Weather - Shite - Arrgh!! ,words weather shite arrgh,word weather shite arrgh
0,@DKHOTOPIC @YoBoiNewnue---- OMG ya&quot;ll are so wrong!!!!!!!!!! LOL I would NEVER!!!!!!!  NO Newnue No!!!,omg yaquotll are so wrong lol i would never no newnue no,omg yaquotll wrong lol would never newnue
1,@julianzito sharing is caring ,sharing is caring,sharing caring
0,@shaundiviney i fucking missed my call! what happens then ,i fucking missed my call what happens then,fucking missed call happens
0,"@Juuuuls yeah, we won't that. maybe he won't hug me anymore, if he finds out ",yeah we will not that maybe he will not hug me anymore if he finds out,yeah maybe hug anymore find
1,"Did some Summer cleaning of my computer, removed 12.5GB ",did some summer cleaning of my computer removed gb,summer cleaning computer removed gb
0,"@pursebuzz Finally someone admits it! Storyline is unique, but once it was over I felt a little gypped with the casual/nonchalant ending. ",finally someone admits it storyline is unique but once it was over i felt a little gypped with the casualnonchalant ending,finally someone admits storyline unique felt little gypped casualnonchalant ending
1,figured out the Internet on my new iPod ,figured out the internet on my new ipod,figured internet new ipod
0,once the concert stories start rollin in I might have to go into hibernation ,once the concert stories start rollin in i might have to go into hibernation,concert story start rollin might go hibernation
1,I think I start loving FriendFeed  http://ff.im/422Be,i think i start loving friendfeed,think start loving friendfeed
0,"@tommcfly tom,i'm freaking out..please reply me! i miss you ",tomi am freaking outplease reply me i miss you,tomi freaking outplease reply miss
0,I am not poorly sick like @loobydo but I am not a happy bunny - I ache ,i am not poorly sick like but i am not a happy bunny i ache,poorly sick like happy bunny ache
1,Was up to early this morning - Went to the tip and everything ! Feeling tired now. Feel a relaxing trip to the pub coming on ! ,was up to early this morning went to the tip and everything feeling tired now feel a relaxing trip to the pub coming on,early morning went tip everything feeling tired feel relaxing trip pub coming
0,Its unatural to play a game thatlong. Goodnight. Im really worried about channy ,its unatural to play a game thatlong goodnight im really worried about channy,unatural play game thatlong goodnight im really worried channy
1,"Now I'm going to cook something to my family. I really love cooking and baking. They calm me down, and after cooking or baking I'm happy. ",now i am going to cook something to my family i really love cooking and baking they calm me down and after cooking or baking i am happy,going cook something family really love cooking baking calm cooking baking happy
0,Bigger! Bag broke jumping onto tube which then trapped my foot! Almost lost my flip flop ,bigger bag broke jumping onto tube which then trapped my foot almost lost my flip flop,bigger bag broke jumping onto tube trapped foot almost lost flip flop
1,@saturnboy good job!  So pretty ,good job so pretty,good job pretty
1,"@martinb9999 need to get an intel based mac 1st   but this impacts on dual core vs quad choice, latter probably better for virtualization",need to get an intel based mac st but this impacts on dual core vs quad choice latter probably better for virtualization,need get intel based mac st impact dual core v quad choice latter probably better virtualization
1,@itsmeleighton hey leighton! how are you? i really like your songs!  you're such a great actress  take care!,hey leighton how are you i really like your songs you are such a great actress take care,hey leighton really like song great actress take care
0,@TaviGreiner ugh what a pain. It has happened to me many times. ,ugh what a pain it has happened to me many times,ugh pain happened many time
1,time to enjoy what's left of the weekend after a day in work...homemade pizza for tea &amp; cannot wait for a lie in tomorrow ,time to enjoy what is left of the weekend after a day in workhomemade pizza for tea amp cannot wait for a lie in tomorrow,time enjoy left weekend day workhomemade pizza tea amp wait lie tomorrow
1,Its 6.36pm in the lovely Albany. What time is it over there guys? Love to here from you! ,its pm in the lovely albany what time is it over there guys love to here from you,pm lovely albany time guy love
1,@hillsongunited can't wait to worship with you guys tonight. it'll be so much fun ,cannot wait to worship with you guys tonight it will be so much fun,wait worship guy tonight much fun
1,@ankurjain84 i like to remember it as M goes with M ie Mallory Weiss is the Mucosal tear. Then the other one's the other one. ,i like to remember it as m goes with m ie mallory weiss is the mucosal tear then the other one is the other one,like remember go ie mallory weiss mucosal tear one one
